PortaAberta3: .word 16, 13
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,82,82,82,0,2,82,82,82,0,2,82,82,82,82,0,
199,0,82,82,0,82,82,82,82,0,82,82,82,82,0,199,
199,199,0,82,0,82,82,82,82,0,82,82,82,0,199,199,
199,199,0,0,0,0,0,0,0,0,0,0,0,0,199,199,
199,199,0,12,91,91,91,91,0,12,91,91,91,0,199,199,
199,199,0,91,91,91,91,91,0,91,91,91,91,0,199,199,
199,199,0,91,91,91,91,91,0,91,91,91,91,0,199,199,
199,199,0,0,0,0,0,0,0,0,0,0,0,0,199,199,


