pikachu_morto: .word 16, 16
.byte 0,0,0,199,199,199,63,63,63,63,199,199,199,0,0,0,
0,73,73,0,199,63,199,199,199,199,63,199,0,73,73,0,
0,73,73,183,0,199,63,63,63,63,199,0,183,73,73,0,
199,0,183,183,183,0,83,83,83,83,0,183,183,183,0,199,
199,0,109,183,183,100,109,183,183,109,100,183,183,109,0,199,
255,199,91,109,183,183,183,183,183,183,183,183,109,91,199,255,
255,255,0,183,183,0,183,183,183,183,0,183,183,0,255,255,
255,255,0,183,0,0,0,183,183,0,0,0,183,0,255,255,
255,255,0,93,183,0,183,183,183,183,0,183,93,0,255,255,
199,255,255,83,93,183,183,100,100,183,183,93,83,255,255,199,
199,255,255,82,0,73,109,109,109,109,73,0,73,255,255,199,
199,199,83,0,109,83,73,73,73,73,83,109,0,83,199,199,
199,199,83,109,0,0,83,109,109,83,0,0,100,83,199,199,
199,199,199,83,109,109,109,109,109,109,92,92,83,199,199,199,
199,199,199,1,92,109,82,82,82,82,109,92,1,199,199,199,
199,199,199,199,0,1,199,199,199,199,1,1,199,199,199,199,


