bolafogo: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,7,199,199,199,199,
199,199,199,199,7,199,199,199,199,199,199,199,199,199,199,199,
199,7,199,199,199,199,199,7,7,7,7,7,7,199,199,199,
199,199,7,199,199,199,7,31,31,31,31,31,31,7,199,199,
199,7,199,199,7,7,31,63,63,63,63,63,63,31,7,199,
199,199,199,7,7,31,31,63,63,63,63,63,63,31,7,199,
199,199,7,7,31,63,63,63,63,63,63,63,63,31,7,199,
199,7,7,7,31,63,63,63,63,63,63,63,63,31,7,199,
199,199,7,7,31,63,63,63,63,63,63,63,63,31,7,199,
199,199,199,7,7,31,31,63,63,63,63,63,63,31,7,199,
199,199,199,199,7,7,31,63,63,63,63,63,63,31,7,199,
199,199,199,199,199,199,7,31,31,31,31,31,31,7,199,199,
199,199,199,199,199,199,199,7,7,7,7,7,7,199,199,199,
199,199,7,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,7,199,199,7,199,199,199,199,199,199,199,7,199,
199,7,199,199,199,199,199,199,199,199,199,199,199,7,199,199,


