pikachu_right1: .word 16, 16
.byte 199,199,199,199,0,0,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,9,73,73,9,1,199,199,199,199,199,199,199,
199,199,199,199,199,0,9,83,101,19,199,199,199,199,199,199,
199,199,199,0,0,1,9,19,92,101,27,82,199,199,199,199,
199,199,199,199,9,83,110,101,18,100,111,119,101,92,199,199,
199,199,199,199,199,18,109,119,119,110,110,119,119,119,101,199,
199,199,199,199,199,199,18,101,110,119,119,119,119,119,119,83,
0,91,83,199,199,199,82,92,110,119,119,119,183,119,119,83,
0,101,101,92,199,91,92,101,110,111,119,119,100,110,110,82,
0,101,101,101,82,92,93,101,101,110,102,102,92,110,91,199,
199,83,19,101,82,83,101,101,101,101,93,85,19,18,199,199,
199,199,9,92,82,101,101,101,101,92,10,10,199,199,199,199,
199,199,0,10,92,101,101,101,101,101,92,83,199,199,199,199,
199,199,199,9,92,92,101,101,101,92,83,199,199,199,199,199,
199,199,199,199,0,9,92,101,19,18,199,199,199,199,199,199,
199,199,199,199,199,199,10,0,199,199,199,199,199,199,199,199,


